serotonin_level,salience_lie,salience_truth,choice,rt,raa_cycles,threshold,norms,final_evidence
0.4766354413013616,0.16297155157076204,0.61783415060436,action_lie,1.8200000000000014,1,1.2383177206506808,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.277551367964914, 'action_truth': 1.4172511517414557}"
0.394591356460235,0.8047442440755023,0.017259067441431575,action_lie,1.8800000000000014,1,1.1972956782301174,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.2063020051460924, 'action_truth': 0.8046164570813629}"
0.7858426333634052,0.9501007090643699,0.21167957849610453,action_lie,1.8500000000000014,1,1.3929213166817025,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.3931514932115534, 'action_truth': 0.7102198108946778}"
-0.8260504118754741,0.7650012913036354,0.5587391291090198,action_lie,1.9300000000000015,0,0.5869747940622629,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.5909416332881654, 'action_truth': 0.21705787749786007}"
0.5022825748054598,0.5849430396304405,0.9580211400998768,action_lie,1.8200000000000014,1,1.25114128740273,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.7035538407826993, 'action_truth': 1.7361356098724596}"
-0.7689862720395226,0.7808356323752278,0.5026299807799243,action_truth,1.8100000000000014,0,0.6155068639802387,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.6024001298745563, 'action_truth': 0.7757529343648436}"
0.757981145368184,0.8065190147325647,0.9347054314956141,action_truth,2.0500000000000003,1,1.378990572684092,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.929617764381018, 'action_truth': 1.3830006976683618}"
0.8256887696248827,0.0648189870359337,0.7228535204711871,action_truth,1.8200000000000014,1,1.4128443848124412,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.3690168862103527, 'action_truth': 2.101233652366415}"
0.7638566172802359,0.25084719233101116,0.337997576205594,action_lie,1.8200000000000014,1,1.381928308640118,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.6748896755787652, 'action_truth': 1.4808731650113263}"
0.30489822718022097,0.9322919166337799,0.09832257099258401,action_lie,1.8100000000000014,0,1.1524491135901105,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.3938731921591543, 'action_truth': 0.24787268566537676}"
-0.1901921873502017,0.17398720290680714,0.8451150695410192,action_lie,1.8100000000000014,0,0.9049039063248991,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.9545031261119981, 'action_truth': 0.7460292864781901}"
-0.5083341654238411,0.41344766763102825,0.4318673864335667,action_lie,1.8200000000000014,1,0.7458329172880794,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.1565776046296008, 'action_truth': 1.3454840355023185}"
0.012259787318948945,0.8615030814851432,0.41071551999108435,action_truth,1.8100000000000014,0,1.0061298936594745,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.9280260974812429, 'action_truth': 1.0178978795029066}"
0.9152066143341595,0.9705557736323013,0.2534880025852517,action_lie,1.8200000000000014,1,1.4576033071670798,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.7610346810494077, 'action_truth': 1.8035606593132933}"
-0.5472185206004201,0.051962166883513516,0.8093596735491939,action_truth,1.8100000000000014,0,0.72639073969979,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.7099169073481694, 'action_truth': 1.0742860719404124}"
0.05648286835669669,0.8853263313917962,0.5376810917784324,action_lie,1.8200000000000014,1,1.0282414341783483,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.4727488218289313, 'action_truth': 1.1551273186716164}"
-0.25203000727644165,0.20539875830595367,0.3815740407373245,action_truth,1.8100000000000014,0,0.8739849963617792,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.45670539922081943, 'action_truth': 0.9567192581026795}"
0.5841120137411253,0.5788888427202953,0.44818115032731853,action_lie,1.8200000000000014,1,1.2920560068705627,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.4353501245755549, 'action_truth': 1.4781535796821004}"
0.32256401262637824,0.6057525457090963,0.8687219581490329,action_lie,1.8200000000000014,1,1.161282006313189,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.6937118860926155, 'action_truth': 1.7199333145522449}"
0.9138438562077422,0.6842407719721924,0.9642435997191562,action_lie,1.8200000000000014,1,1.456921928103871,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.6297984902499811, 'action_truth': 1.828686785760582}"
-0.9032856560748064,0.9752997120615111,0.6627267299161919,action_lie,1.280000000000001,0,0.5483571719625968,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.5592649590775122, 'action_truth': 0.4573977254487735}"
0.7636418179091904,0.22636775476137028,0.6960807060871931,action_lie,1.8200000000000014,1,1.3818209089545952,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.3851992397568345, 'action_truth': 0.9533708090020186}"
0.21282981912943422,0.2490825512901731,0.6181837991934996,action_lie,1.8200000000000014,1,1.106414909564717,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.404919152861398, 'action_truth': 1.5180144160868094}"
0.12710435558139088,0.4265372394387077,0.37779295923866385,action_lie,1.8200000000000014,1,1.0635521777906956,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.4264995345347569, 'action_truth': 1.7614320032644404}"
-0.7284107350129438,0.960076014557252,0.2093085435945944,action_lie,1.1400000000000008,0,0.6357946324935281,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.6359767048940512, 'action_truth': 0.3623846915237829}"
0.7273679326793758,0.21019753959405574,0.39258961436160345,action_lie,1.8200000000000014,1,1.3636839663396878,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.4849643865956645, 'action_truth': 1.685575267257458}"
-0.3136162865913974,0.32324053099954586,0.7122250998390939,action_truth,1.6900000000000013,0,0.8431918567043013,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.3699736576806286, 'action_truth': 0.8460084929655984}"
0.25328347329524425,0.2973824560471118,0.12772511838431444,action_truth,1.8100000000000014,0,1.1266417366476222,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.6716266076580046, 'action_truth': 1.217970383649505}"
0.9109583420147387,0.6464516302501107,0.854061699783427,action_lie,1.8500000000000014,2,1.4554791710073693,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.470704692256304, 'action_truth': 0.7958699037315022}"
0.8905442805830117,0.7800019657186982,0.0223386854275629,action_lie,1.8200000000000014,1,1.4452721402915059,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.670378886213917, 'action_truth': 2.1921647442957144}"
-0.5568204179784815,0.4964355761453533,0.45248642299696284,action_lie,1.6100000000000012,0,0.7215897910107593,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.7260860164265484, 'action_truth': 0.6865830214018992}"
0.9967112562870573,0.7586879060788912,0.40303571101532176,action_lie,1.8200000000000014,1,1.4983556281435286,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.7711556577696514, 'action_truth': 1.5273697746905655}"
-0.45272883360810523,0.7070230563192011,0.06612007070560177,action_lie,1.8100000000000014,0,0.7736355831959474,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.067253555416961, 'action_truth': 0.732323822445483}"
-0.37978317382719484,0.13997391813429083,0.5953780928748643,action_lie,1.8100000000000014,0,0.8101084130864026,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.9807391998442485, 'action_truth': 1.0445308048925317}"
-0.16792546501392414,0.5129043296657687,0.42148408710397045,action_lie,1.8200000000000014,1,0.9160372674930379,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.174748431530899, 'action_truth': 1.6480485322536673}"
-0.7876660783631613,0.46291655529595566,0.9403506455839505,action_lie,1.8100000000000014,0,0.6061669608184194,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.6827012075848901, 'action_truth': 1.1935913967556984}"
-0.4968840079587189,0.43111992271087296,0.5980527301260138,action_lie,1.5400000000000011,0,0.7515579960206406,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.7534946423316997, 'action_truth': 0.4872396227914815}"
0.20168655224350118,0.9614986057052674,0.7990199287968918,action_lie,1.8200000000000014,1,1.1008432761217506,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.5836161450593453, 'action_truth': 1.5136552542475261}"
-0.6667996674442469,0.4219204347152181,0.9674402947555246,action_lie,1.8100000000000014,0,0.6666001662778765,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.9654764145894466, 'action_truth': 0.5748282295846759}"
-0.3248849622273706,0.45745659455963206,0.27784276424981125,action_lie,1.8100000000000014,0,0.8375575188863147,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0615289179231004, 'action_truth': 0.7472675077989072}"
-0.7647362605859993,0.9567414710397227,0.06454284869293736,action_lie,1.8100000000000014,0,0.6176318697070003,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.7184004860880138, 'action_truth': 0.22480192524281212}"
-0.8938344115607015,0.1216915653375169,0.7122113670818649,action_lie,1.8100000000000014,0,0.5530827942196492,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.177461092212416, 'action_truth': 0.9428142255215372}"
0.5514985900070548,0.9346719640571356,0.6919521179704485,action_lie,1.8200000000000014,1,1.2757492950035274,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.6786743388089551, 'action_truth': 1.9287800259152594}"
-0.4546055537175533,0.6926474684123819,0.02101176121658821,action_lie,1.8100000000000014,0,0.7726972231412234,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.8737217164456955, 'action_truth': 0.7400068491866155}"
-0.8296124884014906,0.5055910429211176,0.48205132383154115,action_lie,1.7600000000000013,0,0.5851937557992547,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.5894932270566087, 'action_truth': 0.39483689825843693}"
-0.77321684740788,0.9266315635804381,0.0975579336620036,action_lie,1.6100000000000012,0,0.61339157629606,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.6273814464394223, 'action_truth': 0.4745937902056521}"
-0.6919446366301654,0.6456409687621639,0.6804258109870774,action_lie,1.8100000000000014,0,0.6540276816849173,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.757776510946759, 'action_truth': 0.1284297423575039}"
